taxa,PC1,PC2,PC3
2AB07-X04M120-23,-23.6618212250445,3.38436973363786,-4.03833013984665
2AB07-X04M120-10,-22.8376191348966,2.09191526308422,-5.73840097545665
2AB07-X04M122-47,-20.5719208388635,6.29380916767207,-3.70400492638228
2AB07-X04M122-15,-21.5489937262312,6.13372430375365,-4.1331063369117
2AB07-X030091-34,-17.5756233701176,-5.94996614069833,-0.071021418695163
2AB07-X030091-3,-19.7095834681623,-8.43970661796313,-1.45249267405961
2AB07-X04M283-11,-21.441239388652,-5.73671416091143,0.802271303502514
2AB07-X04M283-41,-21.8926535045112,-6.22953542774584,0.537797902658057
2AB07-X04M281-32,-21.9285609195132,1.6188545329195,-6.06395613960505
2AB07-X04M281-8,-22.5425987500674,4.13208448315157,-5.75815961223711
2AB07-X031083-28,-22.0839868487234,0.363234687499467,-3.08307218909057
2AB07-X031083-19,-14.4163634686122,2.70885745009207,0.888551083689357
2AB07-X04M203-7,-21.129842721917,2.75011554843438,-5.85607370228695
2AB07-X030154-37,-19.534750358147,-12.638142894135,1.37848030793677
2AB07-X031098-38,-22.6453100252167,-2.76729895048703,1.93481088274089
2AB07-X031098-31,-20.2676734530486,6.12191069788467,-3.18659101303165
2AB07-X02001-21,-18.9585005524138,7.56139846234672,-2.00277147880931
2AB07-X02001-2,-16.5969748807856,3.38595585306416,0.26550947955921
2AB07-X031088-33,-24.2065155495794,-12.4432317428757,-3.40669973723117
2AB07-X02005-45,-24.8249056858417,-6.85516284748691,-3.82814470336034
2AB07-X020010-50,-23.3757576172336,-1.2292117888877,-0.670266046466135
2AB07-X020013-31,-25.7107486213267,-1.87185437595761,-6.29281158122842
2AB07-X020013-53,-25.6024865896454,-1.29099451471488,-6.53310542478616
2AB07-X020014-42,-22.4359890338243,-6.90334377976388,-1.97993105861288
2AB07-X020014-15,-23.0932312014465,-6.35540860251206,-1.44571866319736
2AB07-X020021-16,-23.3178275070502,-3.8656320765379,-1.29057940055052
2AB07-X020021-49,-26.6638177428061,-2.99316569921713,-5.7234000640764
2AB07-X04M210-36,-16.9089617576892,-1.61941821155053,-0.199338615518103
2AB07-X04M210-29,-19.7580897695584,-3.42567157572997,0.788922084507222
2AB07-X031170-28,-22.701188413652,-0.251746850812494,-4.1841941725016
2AB07-X031170-21,-22.0134301754039,-4.73230801405005,-2.70284178179986
2AB07-X04M114-46,-24.1307105935998,-6.66226295928393,-3.26652247553442
2AB07-X030109-39,-22.646110974532,-6.73427866259976,-0.867551824087691
2AB07-X031088-11,-26.1758905474951,-6.7550835633593,-5.8476912589705
2AB07-X031088-31,-25.5951293317007,-8.75916431671449,-3.47865073060859
2AB07-X020020-34,-24.3077531937017,0.971410659143334,-3.30390966436745
2AB07-X04M207-1,-19.8252575807437,-0.161305532930694,-1.82606883075563
2AB07-X04M207-18,-19.3195063824147,-0.0635571771932576,-1.305772738167
2AB07-X031122-26,-21.5773485295676,-7.51659858506563,-0.482484655028097
2AB07-X031122-21,-19.7005693199431,-6.81925582185582,1.73591031605928
2AB07-X031123-36,-21.7927200372141,-4.57383268237543,1.67348703183105
2AB07-X031123-44,-20.6427783146948,-8.75563232167424,1.0399795118459
2AB07-X04M114-25,-25.4421424951492,-2.73707334422557,-5.44522429395378
2AB07-X04M114-21,-24.368993288374,-9.76953998608008,-2.66898942356114
6AB07-X020026-52,17.6406234597031,-0.0980899521808269,1.80721052401351
6AB07-X020027-6,19.931847981603,-0.66266924370494,5.47045563907865
6AB07-X020027-15,22.5853363151047,-1.30608622966998,2.32423991372021
6AB07-X020028-52,22.7943041499478,-2.2696600879618,-0.934336066802706
6AB07-X020028-39,26.9453485326882,-2.52870767586946,-4.38657555879108
6AB07-X020028-48,25.259835623527,-3.2549523585623,-5.80171485965558
6AB07-X020029-5,22.062424475547,-0.798780951226641,2.18643527197759
6AB07-X020029-24,26.4196340995271,-3.34547073583466,-0.329247588456427
6AB07-X020029-41,25.3521020841257,-0.456145046112443,-0.64964907894693
6AB07-X020031-38,25.9338166239579,-1.48547259947358,-1.1266371142607
6AB07-X020031-3,29.8210087093693,-1.15199494893594,-2.26170158371056
6AB07-X020031-4,30.8892945572986,-1.70186870418448,-2.96658479628165
6AB07-X020031-30,26.129290547204,0.129398805742029,0.862039121322902
6AB07-X020032-27,27.8052047686279,-4.119407450331,-4.47176469029589
6AB07-X020032-46,30.002173193195,-3.90666771443766,-4.67161735110763
6AB07-X020032-49,29.2314038121307,-3.78491090007923,-3.53985423404488
6AB07-X020034-36,26.8919306855587,-3.38866209832989,-3.63983850716007
6AB07-X020034-43,26.1455634842279,-4.7688785607742,-4.42418392864369
6AB07-X020034-16,29.5054388969631,-5.79352411974736,-4.78468410099682
6AB07-X020037-51,14.9630158147282,-2.34923719592709,6.20228867761782
6AB07-X020039-2,7.64842025864657,-1.45411320691693,13.7750507669358
6AB07-X020039-23,7.68688505355607,-0.653436537520045,13.0024350477631
6AB07-X020040-26,27.8295722546834,-1.68106141863543,-2.21253473596194
6AB07-X020037-7,8.39746053185502,-1.4938836642923,12.9871648611125
6AB07-X020040-43,25.2918528119974,-1.77677392393398,-1.41336616104357
6AB07-X020041-40,29.7583149559954,-3.46303725907604,-4.94969159892231
6AB07-X020041-36,30.7840739261742,-6.04305211581985,-6.36490367836102
6AB07-X020041-44,28.1898461130136,-6.12568184477637,-4.2641011802329
6AB07-X020042-4,28.7083496764673,-4.8355162710585,-6.40372633876352
6AB07-X020042-41,21.6376269562591,-6.47227396031719,4.68452498656507
6AB07-X020042-28,22.0791068593248,-4.67751461538761,4.24695055499717
6AB07-X020044-10,24.2377536907868,-2.10802699687636,6.65706266862359
6AB07-X020044-26,20.1048101480709,-1.42667667402825,3.09963581305826
6AB07-X020045-33,26.7599653916926,-2.71999810727366,1.54841728593132
6AB07-X020045-30,25.619684884748,-3.48790142703147,-0.760683807024907
6AB07-X020047-43,24.9011327617374,-3.94721318052796,2.54221462354904
6AB07-X020047-7,21.9636395462765,-3.30236473171546,4.99483813286387
6AB07-X020047-51,23.1430996651826,-3.78994701002094,0.443651193030774
6AB07-X020047-50,20.5878844945217,-7.07452451986898,-0.251831340044888
6AB07-X04M248-43,28.5295345619808,-2.28478819454225,-2.0486360036131
6AB07-X04M248-16,28.9322427489382,-3.42971030764919,-1.78972003929212
6AB07-X04M199-28,29.9553350622581,-2.71248921685516,-2.93203245290498
6AB07-X04M199-40,29.0643803648806,-2.40108383234561,-1.12511994270273
6AB07-X04M199-48,27.8240562929384,-2.79924397039961,-0.113835360878857
6AB07-X04M286-9,25.6838702808244,-2.07311089196007,-1.88570614707522
6AB07-X04M286-3,29.1605421129642,-2.37608758117144,-3.07684738493475
6AB07-X04M286-10,27.9995787678899,-3.01214443450174,-3.95729613710945
6AB07-X04M286-19,24.3346997171344,-2.69913329595217,-1.2598827742295
2152-3,14.9885713324119,1.50644578799956,19.3302844870654
2152-19,17.0928087497732,-1.41486450568107,16.6180594253493
2152-29,18.0182976453227,-0.440516588382413,17.3312235852195
2152-32,17.6045816808638,-0.82328700899002,17.5790541384502
2152-35,20.0936913759741,0.503847098681276,13.894385566582
2152-46,22.6969387777476,0.00719044567506155,7.10356725052547
2152-47,17.7317061184844,1.41860926348445,17.3797109624913
2152-50,16.1144373139065,0.151985455493219,18.6132317109272
2152-54,18.3886238794209,1.5361606349011,13.5129553497816
2152-68,13.1733858838237,1.22346945861968,19.3943863562545
2152-87,17.03032434349,-0.126684163836369,18.7525086433049
2152-94,17.8584195511337,0.552997558200893,18.3224829154226
2152-99,14.3919039792963,1.42018522084741,16.0760602893191
2152-105,19.7747539087145,0.837177902597685,15.6866766849928
2152-110,21.9331208751625,-0.913947092902439,12.4658415743136
2152-113,14.9829586652228,-1.10597241606027,19.0660252209017
2153-4,-2.78131462435641,0.792117322133409,24.328854786539
2153-11,0.841027735003648,4.25743832981178,28.0111528131593
2153-23,16.7460601019853,0.0173937184769253,8.48710429180093
2153-27,-0.552228670493061,2.98899787298929,27.5694376965803
2153-30,20.6912717920292,-1.06291106977876,7.92104966343463
2153-52,20.1650155198283,0.909472918082833,7.81620745957436
2153-56,20.6461202774549,-0.352430717928649,2.70073734640987
2153-61,21.0922431595463,-0.403530026702042,6.33201490753195
2153-67,22.1871359904948,0.22680788070212,6.76375326152349
2153-68,19.1092400922951,-0.308791822066785,9.17582444712687
2153-70,20.4729113021035,0.804552234554287,9.69010863072342
2153-107,17.0078860921614,-0.489262171606812,8.05542900841851
2154-5,-13.2462795517668,3.76787579167553,17.7396257232152
2154-9,-8.09578564705787,1.59677899124019,21.6563482008499
2154-26,-12.3418810040176,1.40420725389688,20.6937874721484
2154-39,-12.4156129705977,2.50029733549283,17.952553666209
2154-40,-8.46267303616805,3.16367213018124,21.3851042932521
2154-44,-13.5079442877722,3.19977465298751,16.5507178567853
2154-55,0.485566420081756,4.70940990012394,25.0665177186423
2154-56,-5.63235872225395,3.51329148178461,23.6768985369427
2154-58,-11.9991626247125,1.82535086616407,20.9382444836551
2154-82,-11.4588729555673,2.17335432738297,20.271740016732
2154-86,-10.2743170615529,1.80258527095386,19.5549424070936
2154-88,-12.0846393241126,1.81835429999615,17.7955379048167
2154-92,-1.01988751521028,4.21326768135047,23.1876554226677
2154-97,-6.7260557398079,3.51202327779437,23.8595040859329
2154-99,-11.4857042687712,3.4742698833424,18.0238318536909
2154-101,-0.56753655525101,4.08928868384821,27.2129430787737
2154-102,-11.8991253281389,3.16718802539637,19.28058089811
2155-35,8.72276827333353,1.64728281300814,29.0958857136359
2155-43,7.5195228172905,0.471297302872759,27.7759214852902
2155-46,7.05523173156872,2.27884183394608,28.322260357847
2155-48,7.39877669226843,1.02177793873442,28.8312734415193
2155-54,7.26174831783617,0.551971667324001,28.9607589813315
2155-62,8.09818453685312,2.21584093740372,29.2138467611586
2155-66,7.25316215356351,0.25835680886104,27.6446405869821
2155-73,4.57655101786009,1.31985837856248,29.0654932725896
2155-75,6.01851018946514,2.00522579568183,29.741756940907
2155-101,6.03595403024917,1.91090587151982,27.5390530898414
2155-108,9.07095041820107,1.06302809129043,29.5830473498113
2155-138,5.66102584957605,2.4706984893149,28.6640149762946
2155-140,7.36066614430005,1.7423504544341,27.6188746926791
2155-144,9.04130266654691,1.43980318124101,28.5759510526085
2156-8,-1.77647513987691,-9.06212842010468,12.0078393400062
2156-12,-3.97945806471096,-11.0878413690081,10.469697909862
2156-45,-11.2580804429125,-14.8914621113587,5.74646476234012
2156-46,-3.27673319680725,-12.3992317017496,11.0693485855358
2156-59,-3.27673319680725,-12.3992317017496,11.0693485855358
2156-73,0.580162298346709,-7.33360470321166,12.0285305911673
2157-4,-7.23954673269238,-15.0062465913192,8.69264717597185
2157-26,-0.189369927206284,-7.81818195147169,11.4826458618853
2157-36,-0.534895315536656,-3.26231335927351,15.6178527731399
2157-43,-3.17143501137783,-5.79214818651526,13.3025666170435
2157-54,-6.28563185175096,0.662186676423808,7.34199212202398
2157-64,-3.03586528552448,-7.46108090054323,12.9288634444744
2157-69,-4.16699715742288,-13.9697135855843,8.68955025493833
2157-79,-9.28894468191822,-13.045664486655,7.00417031195848
2159-27,-0.791266330568362,5.67785233183944,25.4523685785739
2159-32,-6.53120473703401,8.29969204694038,20.8595553081687
2159-44,-0.847194930847672,3.16630305390985,25.5534523245683
2159-47,-2.92803015872312,4.29524639919169,23.5711134491486
2159-62,0.692892932777144,5.56819395860395,28.703864740309
2159-72,0.629060444900052,5.48145155776325,28.8027772771491
2159-90,-8.10744973376876,4.92133851047353,21.1015540870253
2159-94,-0.900927588845038,5.22367793503851,23.0415866290543
2159-99,-1.85593941658527,5.38476973310667,27.2132710175551
2159-103,-1.67175893412928,-1.16388255673255,30.7128964196267
2159-113,0.268411698000837,0.962930680402959,25.9848276418475
2159-117,0.653136506356248,5.59604955642298,29.4889130347589
2159-123,-1.04330961726296,4.4971728969588,21.3310281560384
2159-125,1.48967704670844,3.29397220299058,26.7119841772183
2159-132,-3.53401424589119,5.78806267018612,23.9468936927813
2159-133,-4.97679288713423,9.27769639773542,20.0427233552191
2159-135,0.632317105286752,1.18913765973071,26.5431943677472
2159-140,-1.35952256640783,5.62876619036052,21.5019696748296
Z155U012V,-25.4992746781974,-1.95668261510283,-4.66494298270688
Z164U025V,-22.5433212842567,-4.50753712892415,-1.1150657392795
Z169U009V,-21.1839545659078,-11.3370650259937,-0.36547234469779
Z172U022V,-21.6422925228407,-11.3316166909438,-0.32171629141255
Z172U024V,-21.4529962373643,-10.6061115988836,-0.105898098455799
Z173U047V,-25.8207740833496,-1.8290002790036,-5.49422845276342
Z177U039V,-23.0162379697853,-6.56245455671915,-1.90269493892912
Z177U045V,-22.6012114654404,-11.2954578250889,-0.633707688060675
Z180U069V,-22.6289887900018,-4.15684635298963,-0.550854058297455
Z120V022W,-21.2248597284875,-6.65959106825941,2.27128912845139
Z127V020W,-23.9172952711802,-8.21083360334212,0.65499001285422
Z127V036W,-22.5418513837868,-11.1061576774582,0.745231523191506
Z129V007W,-24.6361438887643,-3.48787841042618,-4.49798558200335
Z129V030W,-23.9123567917873,-7.03277998462184,-2.06383385884139
Z139V005W,-22.3245309085169,-10.9923876405839,-1.30596665959492
Z139V019W,-21.9996846050112,-9.97670002989287,-1.26277765246778
Z150V003W,-23.2468540765575,-10.9291415577975,-0.0285398738481756
Z150V012W,-22.8876090591206,-10.3509797910497,0.80287425893908
Z192U005V,-22.0212258489079,-6.79789443201381,-3.0940175652958
Z200U001V,-23.5772148971016,-10.7211845852679,-0.659373895415803
Z200U055V,-20.0306035177848,-9.08605596644591,0.531204041917156
Z202V003W,-23.1786391797215,-8.35893667787259,-1.52680103948429
Z202V024W,-23.3604577709906,-9.82558974130756,-3.55160042506847
Z203U001V,-18.6763660035121,-10.7015272681297,0.901255192745194
Z211V021W,-25.3026557533947,-5.26327212082198,-5.73483869180815
Z216V014W,-23.1364155197057,-4.48275211987523,-3.07180591634847
Z216V021W,-23.5801996787737,-4.99690564301496,-2.65051590253541
Z216V025W,-22.616401375951,-8.28816794729107,-1.74564089864782
Z216V028W,-21.3880065574397,-8.84719091093494,-0.905357585007089
6B06-1429,28.4750750900419,-2.1941893760422,-4.59999164718188
6B06-1334,28.5383566561765,-1.27681856122109,-2.29572904547407
6B06-1431,28.3677663727122,-2.06160267863701,-4.4562759544645
6B06-1543,27.8581159372678,-2.88387066863397,-4.47135594204366
6B06-1227,27.4906877731917,-2.40456225443119,-3.64826849912785
6B06-1312,27.3667628059347,-2.57499507691695,-0.156226575226575
6B06-1418,27.719518940848,-2.08007153237075,0.425992729795261
6B06-1175,29.5111039992429,-1.92864904862797,-2.52344579223247
6B06-1425,28.2064254404768,-2.01278964146342,-2.15144323517367
6B06-1395,28.3732719263943,-2.54068439820201,-2.39230658887826
6B06-1172,27.0997298813189,-2.07859212700325,0.603486606824358
6B06-1422,27.1904712550086,-2.71449250879309,-0.809114642387814
6B06-1527,26.3536993415764,-1.56750382637928,-0.831808647407243
6B06-1132,32.8397635545487,-2.789140388088,-6.44804331504677
6B06-1206,32.1485509523168,-3.24975497886223,-5.55224627196739
6B06-1298,30.3397739061767,-1.72100443860782,-3.14970544513229
6B06-1456,27.675120161325,-2.02554894609668,-3.64649230018779
6B06-1262,27.9990062657146,-3.56621169214227,-4.13841481625965
6B06-1330,28.1935576556315,-0.864817466720979,-2.10872128711976
