taxa,PC1,PC2,PC3
X04041-T81,-17.9897168124133,-11.8236948957922,1.6212966179084
X04055-T3,-22.7970734153529,-11.8847940757037,0.00492391753106195
X04055-T56,-23.6733069913342,-10.4879604740945,0.137132797476852
X04061-T71,-23.7436610943697,-14.9728255371548,-2.16749757105403
2AB07-X04M219-46,-24.5831969383548,-1.38321100896181,-3.81082029379992
2AB07-X04M219-14,-24.9282633086233,0.406019997085006,-4.61514412444453
2AB07-X030154-35,-19.6804424206583,-13.6380535999718,3.07571898421514
2AB07-X030154-25,-19.7705687822895,-15.7316299724974,2.48516317513058
2AB07-X04M120-23,-23.6574001256716,3.41061486839344,-4.14999424765348
2AB07-X04M120-10,-22.833034920784,2.08942833735438,-5.85059272585693
2AB07-X04M122-47,-20.5574813112676,6.26273027780715,-3.7627929511343
2AB07-X04M122-15,-21.5010490617979,6.15741359139457,-4.2192544343622
2AB07-X030091-34,-17.5926278012376,-5.89843955798095,-0.0873856428603106
2AB07-X030091-3,-19.6926399654668,-8.3729171355189,-1.4381695097864
2AB07-X04M283-11,-21.4794121416369,-5.74051721543212,0.759440968995998
2AB07-X04M283-41,-21.9416347365074,-6.25182524697161,0.456214138600817
2AB07-X04M281-32,-21.8962623127928,1.67133323647472,-6.06325670693425
2AB07-X04M281-8,-22.534653480846,4.10733485973572,-5.87855559790307
2AB07-X031083-28,-22.087364339693,0.37715225153162,-3.14727351450138
2AB07-X031083-19,-14.4794100539281,2.76682815821366,0.90119819702202
2AB07-X04M203-7,-21.1224823465416,2.7316623266381,-5.89719527697275
2AB07-X030154-37,-19.6008990144954,-12.5635431476685,1.47613379967307
2AB07-X031098-38,-22.6416294346841,-2.82998589016101,1.86090628186022
2AB07-X031098-31,-20.2554213490326,6.09534687349739,-3.31924735129163
2AB07-X02001-21,-18.9582277096582,7.56146507608666,-2.09659803682133
2AB07-X02001-2,-16.596834297385,3.35653115665128,0.178834880198355
2AB07-X031088-33,-24.2183935367961,-12.4005083288002,-3.36689567773745
2AB07-X02005-45,-24.8217452023837,-6.89525234405482,-3.83721682487341
2AB07-X020010-50,-23.3455768353623,-1.20301506899327,-0.683797413158026
2AB07-X020013-31,-25.7050803525092,-1.89928630225106,-6.30400162193094
2AB07-X020013-53,-25.5938617972249,-1.33616600340533,-6.54265617202774
2AB07-X020014-42,-22.5200227862789,-6.92482009795004,-1.92551045972235
2AB07-X020014-15,-23.1589531907427,-6.33974072065598,-1.52193870169585
2AB07-X020021-16,-23.3194291580818,-3.87588881000241,-1.33068487004458
2AB07-X020021-49,-26.6657876973083,-3.02421776288322,-5.76931985799865
2AB07-X04M210-36,-16.9095615656947,-1.61887237898362,-0.264269199854618
2AB07-X04M210-29,-19.7841046262998,-3.39533248735717,0.778887639627611
2AB07-X031170-28,-22.7003657481916,-0.267953033088027,-4.19675610275812
2AB07-X031170-21,-22.0009152733366,-4.70692332135172,-2.68047421157498
2AB07-X04M114-46,-24.1282206093672,-6.70324855945753,-3.26879590859296
2AB07-X030109-39,-22.6436549026349,-6.73652795031195,-0.877452084567781
2AB07-X031088-11,-26.1722249124388,-6.79225679580771,-5.82604102876808
2AB07-X031088-31,-25.5866089800762,-8.72667056004928,-3.46166762161787
2AB07-X020020-34,-24.3038791687241,0.982017246649877,-3.28712317316054
2AB07-X04M207-1,-19.8165910673288,-0.188380434533564,-1.87076605012253
2AB07-X04M207-18,-19.3087945434691,-0.125704376993047,-1.34990539068663
2AB07-X031122-26,-21.5769004374266,-7.52566371530851,-0.471613949880828
2AB07-X031122-21,-19.6648146192385,-6.74483177999594,1.71024024119585
2AB07-X031123-36,-21.7931158111763,-4.63591615931914,1.65004183312737
2AB07-X031123-44,-20.6639814068228,-8.77999184324104,0.957608642383437
2AB07-X04M114-25,-25.4397063592292,-2.76141528515861,-5.44743161383763
2AB07-X04M114-21,-24.3664315632715,-9.80632532399117,-2.65382987401062
6AB07-X020026-52,17.4860797700553,-0.0336098469562048,1.84531922660223
6AB07-X020027-6,19.9248008761716,-0.728874723873803,5.42686534053699
6AB07-X020027-15,22.5810032701371,-1.35784825362328,2.24889195041967
6AB07-X020028-52,22.7823905143373,-2.32262981875459,-0.863591197304728
6AB07-X020028-39,26.9534417554809,-2.53932543159807,-4.39618518508997
6AB07-X020028-48,25.2334293922594,-3.23234161475648,-5.75310824273925
6AB07-X020029-5,22.089057698892,-0.86192633155683,2.13585099616687
6AB07-X020029-24,26.4246577238153,-3.39795760583049,-0.33044952442486
6AB07-X020029-41,25.3509554612476,-0.48593549015829,-0.687809161824082
6AB07-X020031-38,25.9268227032134,-1.55622338558918,-1.09889844312008
6AB07-X020031-3,29.7911531692712,-1.18982285413923,-2.24697547996577
6AB07-X020031-4,30.9138578496506,-1.72754989055014,-2.96787531555461
6AB07-X020031-30,26.113045794588,0.088386373027969,0.8301652778976
6AB07-X020032-27,27.8197937465784,-4.10369270929621,-4.41778280090865
6AB07-X020032-46,30.0135123973017,-3.92499848783171,-4.61342047753792
6AB07-X020032-49,29.2445219290843,-3.83827494473462,-3.54237857133311
6AB07-X020034-36,26.8977643449237,-3.38134558977316,-3.65738084578106
6AB07-X020034-43,26.1461333623192,-4.81341078729429,-4.43490104105681
6AB07-X020034-16,29.5079063048882,-5.81537670137639,-4.76331362704997
6AB07-X020037-51,14.9715721770053,-2.42595351229393,6.17658959063497
6AB07-X020039-2,7.64288976356537,-1.59863317968411,13.6811785799828
6AB07-X020039-23,7.66043799647001,-0.726481800798569,12.9357240777616
6AB07-X020040-26,27.6495987698215,-1.73106979452712,-2.23277436620343
6AB07-X020037-7,8.36766538304476,-1.50349427036582,12.9703463751744
6AB07-X020040-43,25.2739349734116,-1.81472437952301,-1.42324445671558
6AB07-X020041-40,29.7750808088148,-3.52041473034186,-4.88282465565061
6AB07-X020041-36,30.7696053297479,-6.04720876698533,-6.3589918044749
6AB07-X020041-44,28.1966889376252,-6.14190766150669,-4.23810769844586
6AB07-X020042-4,28.6905764395468,-4.85672762897201,-6.40057662141458
6AB07-X020042-41,21.6054835013132,-6.54182452382322,4.59519459470539
6AB07-X020042-28,22.051002984135,-4.75247992833422,4.12907967318761
6AB07-X020044-10,24.2172246605965,-2.21341204354174,6.62395102766777
6AB07-X020044-26,20.0774121857533,-1.43733929172932,3.17269467936798
6AB07-X020045-33,26.7951667268307,-2.77965573740693,1.48639203551027
6AB07-X020045-30,25.6423610832826,-3.53790568157697,-0.790535178730138
6AB07-X020047-43,24.8819246268199,-3.97831830415168,2.51616627914467
6AB07-X020047-7,21.9862624276622,-3.25087154065568,4.99545137267597
6AB07-X020047-51,23.2042898964956,-3.80859767800867,0.397589645728574
6AB07-X020047-50,20.6538271251074,-7.08326476509875,-0.200591760996072
6AB07-X04M248-43,28.535790031324,-2.31623128084312,-2.07928484112499
6AB07-X04M248-16,28.9397818990991,-3.47163842802862,-1.82619076124681
6AB07-X04M199-28,29.9590828934012,-2.72703506500635,-2.92259897893678
6AB07-X04M199-40,29.0668711625983,-2.41050807596845,-1.14336623989961
6AB07-X04M199-48,27.830433165778,-2.79709467547155,-0.14149601414652
6AB07-X04M286-9,25.653716133981,-2.08297849462831,-1.84412906908131
6AB07-X04M286-3,29.1398532373232,-2.3839659252342,-3.14965131513248
6AB07-X04M286-10,28.0130996716765,-3.03680179425818,-3.99488475795743
6AB07-X04M286-19,24.323702924349,-2.67757096582805,-1.27588780284616
2152-3,15.0308830605666,1.49611948406177,19.2418668303213
2152-19,17.0172505877716,-1.32670700759155,16.5043384339562
2152-29,17.9679815765832,-0.439568850840863,17.1845358345336
2152-32,17.5822902746488,-0.837230844145551,17.4613257666188
2152-35,20.0930632875915,0.506027710538513,13.6614750530178
2152-46,22.6835866569829,-0.00813580711490075,7.00374628792451
2152-47,17.6962072031271,1.41469244585263,17.194589341801
2152-50,15.9223663336068,0.138512380592311,18.5262533677816
2152-54,18.3209086482029,1.53357345973523,13.4176545526957
2152-68,13.0953581234228,1.31358064913657,19.286419267647
2152-87,16.9342710354969,-0.0213609498159705,18.5930006690779
2152-94,17.8685895256616,0.621517058074566,18.1640349581394
2152-99,14.4012073424167,1.42448420080577,15.9972823761054
2152-105,19.7755680046445,0.820783914799296,15.5437405115327
2152-110,21.915494583565,-0.914142330099992,12.3281672241893
2152-113,14.9303960345589,-1.12993934428702,18.9137401586232
2153-4,-2.84578730491493,0.817034191991833,24.392704463985
2153-11,0.761187970246835,4.27191842646184,28.0700427099342
2153-23,16.7050582014033,0.0135431341094919,8.41559846761022
2153-27,-0.639822653440953,2.96321255296849,27.6087776631846
2153-30,20.6009615461174,-1.087404936212,7.93502890428758
2153-52,20.0721392215164,0.926129932418397,7.81499604203653
2153-56,20.6171571455189,-0.303083954266698,2.61942407584099
2153-61,21.0117929770411,-0.385386983734516,6.26738383294351
2153-67,22.1317415136771,0.237686712460345,6.68734414249479
2153-68,19.0481398507693,-0.265868947829415,9.15961856249822
2153-70,20.3976631822945,0.794019407745503,9.66342742449561
2153-107,16.9031202165573,-0.501510604897856,8.04346967939714
2154-5,-13.208620820356,3.77269449698237,17.792685690772
2154-9,-7.99984383702881,1.49768730188047,21.7287322471751
2154-26,-12.3173641765711,1.3693922887039,20.7298606311759
2154-39,-12.3654728549977,2.52515323690522,17.9814512355931
2154-40,-8.45905388683135,3.16115628625408,21.3837600433085
2154-44,-13.3991968819076,3.30815358291557,16.3324501165433
2154-55,0.44396901985984,4.68219679369611,25.1508799313846
2154-56,-5.66011508406217,3.4683767278992,23.7152039229851
2154-58,-11.9470342405428,1.8466328901978,20.956983768324
2154-82,-11.4514782712065,2.13164789104311,20.2643800754331
2154-86,-10.2894151035694,1.75799477444235,19.5817810421252
2154-88,-12.0163244871104,1.78045229411188,17.822776135493
2154-92,-1.02619442542304,4.19889835310712,23.246275360086
2154-97,-6.7196505473227,3.48762355253893,23.8829810763456
2154-99,-11.4144843664412,3.49902793814863,18.0705266323114
2154-101,-0.580956943267066,4.06448519610758,27.254914944029
2154-102,-11.9545067552466,3.1789861333356,19.2685464019076
2155-35,8.65790353487842,1.59452541839775,29.0331894944791
2155-43,7.45449105190235,0.416045928324337,27.6979138169106
2155-46,6.99462019943202,2.27458577290423,28.2676109162921
2155-48,7.36739909942575,0.979712967173669,28.7701455865114
2155-54,7.2603273197003,0.504126625952308,28.9826225920558
2155-62,8.09206017909655,2.19309941087456,29.1792430673852
2155-66,7.25504700188352,0.240512625545227,27.622137849536
2155-73,4.5488094280189,1.33414174589419,29.0511848592783
2155-75,6.01977047517459,1.98004000142897,29.7179012063352
2155-101,6.08254251992057,1.93559338066594,27.5319110214037
2155-108,9.01019415486982,0.966911597960349,29.5328822655707
2155-138,5.57480634584928,2.4655376359378,28.6371472191689
2155-140,7.3499389573207,1.7277609407927,27.5443742043833
2155-144,9.00880770439997,1.46275985565591,28.5330347967372
2156-8,-1.80049087102378,-9.02173885179953,11.9712664551428
2156-12,-4.02753350476135,-11.0586372433883,10.3836243561498
2156-45,-11.3329222651915,-14.8702120736502,5.80275706185049
2156-46,-3.32926265819879,-12.4195624424795,11.0410275078073
2156-59,-3.32926265819879,-12.4195624424795,11.0410275078073
2156-73,0.580705233218203,-7.23337929204116,11.9801942458884
2157-4,-7.37283482072063,-14.9638933692223,8.77561732100784
2157-26,-0.27841979844016,-7.75917539216073,11.5099801864898
2157-36,-0.529922482052492,-3.30683967414816,15.6514039856096
2157-43,-3.18374328129561,-5.80760026251906,13.2984630178381
2157-54,-6.35482018838764,0.686549496127635,7.36541186944792
2157-64,-3.02399337381869,-7.47620972535352,13.0124337815131
2157-69,-4.23143275455428,-13.9987805947852,8.66992381255536
2157-79,-9.38767796759926,-13.0315601366453,6.99258540212776
2159-27,-0.897725562058976,5.63070382173274,25.5111271043522
2159-32,-6.54990211048219,8.31807480753978,20.8690034355714
2159-44,-0.906806323356526,3.12025993459205,25.5737309054298
2159-47,-2.91996896831801,4.22501536223374,23.6553133131946
2159-62,0.658571856713335,5.55804090824544,28.7360116283849
2159-72,0.629865054036764,5.52324782573725,28.8410521792339
2159-90,-8.05928005200955,4.94280431866068,20.9218325882705
2159-94,-0.96893794186573,5.2302854744992,23.1136839049019
2159-99,-1.86251638331024,5.37856023117454,27.2848170463676
2159-103,-1.70975490782163,-1.20964573989809,30.7625668041219
2159-113,0.15904131252474,1.04348382519417,25.949086665594
2159-117,0.587902629999242,5.5963627892732,29.5564311164025
2159-123,-1.11583466313238,4.50585817598593,21.3551622554209
2159-125,1.45410609821661,3.26398044043606,26.7974383982238
2159-132,-3.5760796112351,5.79969393319146,23.9624953463133
2159-133,-5.02184138651459,9.31731935478237,19.9680866018662
2159-135,0.55639374124734,1.18140395446787,26.5722729573057
2159-140,-1.38609071919277,5.73228182828806,21.5108893341279
Z155U012V,-25.4817174460826,-1.97227334551942,-4.7069954159418
Z164U025V,-22.5539268892989,-4.56080101629086,-1.1041641253311
Z169U009V,-21.1890982209079,-11.3729428694515,-0.348988545716529
Z172U022V,-21.609950698312,-11.3430307249245,-0.287784728890572
Z172U024V,-21.4323120814245,-10.6221363937929,-0.0294440582294774
Z173U047V,-25.8126275402839,-1.85138086307464,-5.54733718105208
Z177U039V,-23.0161471596763,-6.59562985166226,-1.95861984591906
Z177U045V,-22.6199656113784,-11.357431762258,-0.619160692595115
Z180U069V,-22.6159030375792,-4.17368617693423,-0.574000616115265
Z120V022W,-21.2408542452192,-6.64881314743896,2.19385142461966
Z127V020W,-23.8343193645683,-8.23807809888891,0.757920778046654
Z127V036W,-22.4318824121811,-11.0957315496874,0.813969478230473
Z129V007W,-24.5521337662137,-3.53882003672608,-4.4599951774399
Z129V030W,-23.8430917594686,-7.04832136654742,-2.12551521509649
Z139V005W,-22.3314588604235,-11.032873152772,-1.30931910287656
Z139V019W,-22.0013905936837,-10.0214011891642,-1.28947440540973
Z150V003W,-23.2543051638421,-11.0064155704158,-0.0025546174946234
Z150V012W,-22.8691850463106,-10.3886361105393,0.836483792949531
Z192U005V,-22.0198591496985,-6.8328942176363,-3.10483179310914
Z200U001V,-23.5810653177612,-10.7765692819393,-0.57551928962746
Z200U055V,-20.0113773458566,-9.11998906201385,0.558736978249879
Z202V003W,-23.199950438936,-8.40049080263204,-1.62355482173996
Z202V024W,-23.3529676887739,-9.84049878559061,-3.50645660086687
Z203U001V,-18.6730037735037,-10.7761416981163,0.909171508682166
Z211V021W,-25.2785225283518,-5.28213576674551,-5.73371858725497
Z216V014W,-23.1185882145504,-4.46654720731753,-2.96588248431438
Z216V021W,-23.5760111871933,-5.04692123376384,-2.68481433824212
Z216V025W,-22.6374807643766,-8.3204845322287,-1.73839886234461
Z216V028W,-21.3586016901544,-8.85670933202655,-0.879289074098809
6B06-1429,28.4381628904839,-2.17800693818629,-4.53514272782792
6B06-1334,28.5425187909969,-1.30697313533831,-2.34536681235985
6B06-1431,28.3139958627027,-2.04635494200041,-4.41208752570996
6B06-1543,27.8514847214518,-2.90442680233238,-4.52212588255285
6B06-1227,27.4941053505422,-2.42322382597795,-3.72427244156736
6B06-1312,27.2877735892451,-2.58125284402858,-0.173060799516406
6B06-1418,27.7174256823774,-2.06242132908553,0.37915675269258
6B06-1175,29.4859829810701,-1.91594818957684,-2.49000307014865
6B06-1425,28.1664860882832,-2.01338272303495,-2.11634574291497
6B06-1395,28.347613885344,-2.52743164042969,-2.31718367423422
6B06-1172,27.0960542779565,-2.09977618285154,0.612079315297926
6B06-1422,27.1571023828478,-2.72367111324256,-0.832131907055016
6B06-1527,26.3176682405004,-1.66518396108895,-0.898186655951443
6B06-1132,32.8503834411554,-2.78656174942626,-6.39987511294221
6B06-1206,32.1506285660636,-3.25712468715116,-5.51162973703036
6B06-1298,30.3382783608105,-1.75435127137449,-3.15290521109743
6B06-1456,27.6549070446199,-2.01588471876305,-3.64448019779232
6B06-1262,27.9787215252193,-3.52977667066401,-4.08130517340633
6B06-1330,28.1094358008928,-0.884606125013442,-2.06334133340546
